Longitude,Latitude,operator_name,avg_dl_4g_ios,avg_dl_4g_ad,avg_dl_ip12_5g,avg_dl_ad_5g,avg_dl_4g_ios_pred,avg_dl_4g_ad_pred,avg_dl_ip12_5g_pred,avg_dl_ad_5g_pred
25.09219168,60.22610217,DNA,,,,,82,65,323,338
25.09219168,60.27513471,DNA,,,,,70,78,267,292
25.09219168,60.29072058,DNA,,,,,83,78,168,347
25.09219168,60.29294652,DNA,,,,,89,96,163,355
25.09219168,60.29962345,DNA,,,,,76,80,215,292
25.09219168,60.30184879,DNA,,,,,64,62,234,286
25.09219168,60.30629902,DNA,,,,,71,34,243,288
25.09219168,60.3085239,DNA,,,,,76,34,243,291
25.09219168,60.31074864,DNA,,,,,70,35,243,296
25.09219168,60.31297322,DNA,,,,,64,34,245,305
25.09219168,60.33521072,DNA,,,,,96,54,283,266
25.09219168,60.35743307,DNA,,,,,78,50,235,255
25.09668325,60.19262878,DNA,,,,,75,68,250,336
25.09668325,60.20155836,DNA,,,,,63,78,222,370
25.09668325,60.22164102,DNA,,,,,38,72,326,344
25.09668325,60.23502263,DNA,,,,,126,82,333,392
25.09668325,60.27513471,DNA,,,,,79,90,257,309
25.09668325,60.29072058,DNA,,,,,94,78,176,352
25.09668325,60.30629902,DNA,,,,,74,31,226,296
25.09668325,60.31074864,DNA,,,,,77,33,238,304
25.09668325,60.31297322,DNA,,,,,68,33,243,308
25.09668325,60.31519765,DNA,,,,,64,30,249,313
25.09668325,60.33521072,DNA,,,,,75,63,278,331
25.09668325,60.33743363,DNA,,,,,85,83,269,400
25.09668325,60.35521152,DNA,,,,,61,46,226,243
25.09668325,60.35743307,DNA,,,,,53,38,238,260
25.09668325,60.36187573,DNA,,,,,39,29,260,285
25.09668325,60.36631777,DNA,,,,,36,20,275,299
25.10117483,60.19262878,DNA,,,,,80,68,258,330
25.10117483,60.22387167,DNA,,,,,44,69,348,335
25.10117483,60.22833251,DNA,,,,,65,57,368,342
25.10117483,60.25954141,DNA,,,,,73,96,327,312
25.10117483,60.26176948,DNA,,,,,78,77,369,351
25.10117483,60.28404183,DNA,,,,,88,82,228,393
25.10117483,60.30184879,DNA,,,,,70,72,178,311
25.10117483,60.30629902,DNA,,,,,64,31,213,305
25.10117483,60.3085239,DNA,,,,,71,32,223,308
25.10117483,60.31074864,DNA,,,,,68,36,231,311
25.10117483,60.31519765,DNA,,,,,57,33,246,311
25.10117483,60.33076443,DNA,,,,,42,42,281,269
25.10117483,60.36187573,DNA,,,,,28,23,261,298
25.10566641,60.19709387,DNA,,,,,86,61,265,333
25.10566641,60.21494817,DNA,,,,,77,77,312,278
25.10566641,60.22833251,DNA,,,,,64,49,378,346
25.10566641,60.26845277,DNA,,,,,101,82,355,416
25.10566641,60.29072058,DNA,,,,,93,50,191,355
25.10566641,60.30407398,DNA,,,,,50,55,192,312
25.10566641,60.31074864,DNA,,,,,54,47,223,319
25.10566641,60.31297322,DNA,,,,,51,48,232,317
25.10566641,60.31519765,DNA,,,,,47,42,241,313
25.10566641,60.33298765,DNA,,,,,42,51,273,313
25.10566641,60.35298981,DNA,,,,,58,37,229,240
25.10566641,60.35965447,DNA,,,,,26,21,255,304
25.11015798,60.1948614,DNA,,,,,99,74,274,314
25.11015798,60.21494817,DNA,,,,,60,64,290,270
25.11015798,60.28626823,DNA,,,,,108,62,213,347
25.11015798,60.30184879,DNA,,,,,57,86,182,329
25.11015798,60.3085239,DNA,,,,,41,57,203,331
25.11015798,60.31742193,DNA,,,,,46,46,245,306
25.11015798,60.32631754,DNA,,,,,34,79,268,324
25.11015798,60.33743363,DNA,,,,,36,55,261,299
25.11015798,60.3396564,DNA,,,,,44,53,258,298
25.11464956,60.22833251,DNA,,,,,67,48,345,335
25.11464956,60.2305627,DNA,,,,,43,41,349,331
25.11464956,60.25731319,DNA,,,,,68,75,256,341
25.11464956,60.25954141,DNA,,,,,62,83,249,356
25.11464956,60.26399739,DNA,,,,,67,78,283,392
25.11464956,60.27068023,DNA,,,,,102,81,296,418
25.11464956,60.27290755,DNA,,,,,113,70,288,431
25.11464956,60.27513471,DNA,,,,,121,63,278,454
25.11464956,60.28626823,DNA,,,,,112,75,220,364
25.11464956,60.29072058,DNA,,,,,89,46,211,351
25.11464956,60.29962345,DNA,,,,,56,90,188,344
25.11464956,60.30407398,DNA,,,,,47,84,184,340
25.11464956,60.3085239,DNA,,,,,40,85,193,346
25.11464956,60.31519765,DNA,,,,,51,66,230,324
25.11464956,60.31742193,DNA,,,,,58,57,241,312
25.11464956,60.31964606,DNA,,,,,58,56,250,300
25.11464956,60.32409386,DNA,,,,,41,65,260,308
25.11464956,60.32854106,DNA,,,,,34,55,264,334
25.11464956,60.34854595,DNA,,,,,51,49,222,225
25.11464956,60.35076795,DNA,,,,,57,48,231,245
25.11914114,60.1948614,DNA,,,,,103,96,263,316
25.11914114,60.21494817,DNA,,,,,80,79,269,242
25.11914114,60.24171139,DNA,,,,,73,106,342,442
25.11914114,60.25508481,DNA,,,,,75,61,268,350
25.11914114,60.26176948,DNA,,,,,52,98,235,374
25.11914114,60.27513471,DNA,,,,,115,60,276,446
25.11914114,60.27736171,DNA,,,,,121,56,265,462
25.11914114,60.29517232,DNA,,,,,84,57,209,346
25.11914114,60.30184879,DNA,,,,,59,95,190,346
25.11914114,60.30407398,DNA,,,,,59,105,181,351
25.11914114,60.31074864,DNA,,,,,49,98,194,357
25.11914114,60.32187004,DNA,,,,,66,62,253,310
25.11914114,60.32854106,DNA,,,,,40,53,258,327
25.11914114,60.34187901,DNA,,,,,38,40,236,251
25.11914114,60.35076795,DNA,,,,,45,48,237,261
25.11914114,60.35521152,DNA,,,,,41,33,252,302
25.11914114,60.35965447,DNA,,,,,35,26,265,342
25.12363271,60.21271691,DNA,,,,,96,78,279,241
25.12363271,60.22387167,DNA,,,,,80,48,289,300
25.12363271,60.26622516,DNA,,,,,70,89,267,388
25.12363271,60.27958857,DNA,,,,,126,51,260,453
25.12363271,60.28181527,DNA,,,,,130,52,252,454
25.12363271,60.30407398,DNA,,,,,68,115,186,356
25.12363271,60.31074864,DNA,,,,,59,108,187,367
25.12363271,60.3396564,DNA,,,,,34,42,238,277
25.12363271,60.34187901,DNA,,,,,44,45,234,265
25.12363271,60.34632379,DNA,,,,,66,57,233,255
25.12363271,60.35298981,DNA,,,,,29,39,249,290
25.12363271,60.35521152,DNA,,,,,29,31,256,307
25.12812429,60.22164102,DNA,,,,,79,60,257,268
25.12812429,60.23725237,DNA,,,,,67,73,335,319
25.12812429,60.25508481,DNA,,,,,69,89,242,362
25.12812429,60.26176948,DNA,,,,,57,93,226,365
25.12812429,60.29739796,DNA,,,,,93,65,224,331
25.12812429,60.29962345,DNA,,,,,83,80,217,337
25.12812429,60.31964606,DNA,,,,,86,70,244,328
25.12812429,60.32187004,DNA,,,,,91,66,249,325
25.12812429,60.3396564,DNA,,,,,45,45,230,285
25.12812429,60.34854595,DNA,,,,,83,60,241,275
25.12812429,60.35076795,DNA,,,,,52,47,247,284
25.12812429,60.35743307,DNA,,,,,28,32,265,321
25.12812429,60.35965447,DNA,,,,,34,34,270,329
25.13261587,60.19932619,DNA,,,,,79,75,292,347
25.13261587,60.20825394,DNA,,,,,120,93,321,238
25.13261587,60.25062761,DNA,,,,,81,113,292,375
25.13261587,60.25731319,DNA,,,,,67,93,235,355
25.13261587,60.27513471,DNA,,,,,98,59,284,398
25.13261587,60.29517232,DNA,,,,,92,58,240,314
25.13261587,60.32187004,DNA,,,,,87,67,248,329
25.13261587,60.33521072,DNA,,,,,48,63,224,308
25.13261587,60.33743363,DNA,,,,,52,57,220,301
25.13261587,60.35076795,DNA,,,,,70,49,250,292
25.13261587,60.35521152,DNA,,,,,30,41,262,311
25.13261587,60.35743307,DNA,,,,,33,41,268,320
25.13261587,60.35965447,DNA,,,,,38,43,272,326
25.13261587,60.36187573,DNA,,,,,42,45,276,330
25.13710744,60.18816308,DNA,,,,,72,59,273,329
25.13710744,60.190396,DNA,,,,,72,60,270,330
25.13710744,60.19262878,DNA,,,,,72,68,267,332
25.13710744,60.21494817,DNA,,,,,125,84,214,330
25.13710744,60.23279275,DNA,,,,,79,72,302,279
25.13710744,60.24394068,DNA,,,,,76,112,305,369
25.13710744,60.24839879,DNA,,,,,82,124,298,371
25.13710744,60.25731319,DNA,,,,,74,99,270,348
25.13710744,60.25954141,DNA,,,,,75,87,273,346
25.13710744,60.26176948,DNA,,,,,79,81,281,347
25.13710744,60.26622516,DNA,,,,,79,78,297,354
25.13710744,60.27290755,DNA,,,,,88,65,295,375
25.13710744,60.28849448,DNA,,,,,84,59,262,339
25.13710744,60.29072058,DNA,,,,,84,58,258,316
25.13710744,60.3396564,DNA,,,,,84,63,208,300
25.13710744,60.34187901,DNA,,,,,100,60,217,296
25.13710744,60.34854595,DNA,,,,,109,59,245,294
25.13710744,60.35076795,DNA,,,,,80,53,252,299
25.13710744,60.35298981,DNA,,,,,55,50,259,305
25.13710744,60.35521152,DNA,,,,,44,50,265,312
25.13710744,60.35965447,DNA,,,,,44,52,274,323
25.14159902,60.18816308,DNA,,,,,69,65,276,330
25.14159902,60.21494817,DNA,,,,,124,90,203,349
25.14159902,60.22387167,DNA,,,,,115,80,207,285
25.14159902,60.24171139,DNA,,,,,75,110,297,355
25.14159902,60.24394068,DNA,,,,,80,119,296,362
25.14159902,60.24616981,DNA,,,,,83,124,296,365
25.14159902,60.27290755,DNA,,,,,84,66,303,360
25.14159902,60.28404183,DNA,,,,,89,54,276,360
25.14159902,60.29294652,DNA,,,,,90,61,261,305
25.14159902,60.29962345,DNA,,,,,85,74,249,325
25.14159902,60.31074864,DNA,,,,,75,86,240,345
25.14159902,60.34187901,DNA,,,,,105,61,210,303
25.14159902,60.34410148,DNA,,,,,114,56,224,301
25.14159902,60.35521152,DNA,,,,,56,58,267,312
25.14159902,60.35965447,DNA,,,,,50,60,276,320
25.14609059,60.19932619,DNA,,,,,75,117,279,334
25.14609059,60.21494817,DNA,,,,,129,96,221,365
25.14609059,60.21717927,DNA,,,,,136,100,224,349
25.14609059,60.22610217,DNA,,,,,105,75,240,294
25.14609059,60.22833251,DNA,,,,,101,71,257,288
25.14609059,60.24171139,DNA,,,,,82,114,288,355
25.14609059,60.26176948,DNA,,,,,79,88,358,321
25.14609059,60.31742193,DNA,,,,,77,73,255,336
25.14609059,60.34410148,DNA,,,,,108,48,224,308
25.14609059,60.35521152,DNA,,,,,64,64,269,314
25.14609059,60.35965447,DNA,,,,,56,66,278,320
25.15058217,60.18816308,DNA,,,,,65,75,281,329
25.15058217,60.2104855,DNA,,,,,114,94,260,403
25.15058217,60.21494817,DNA,,,,,140,95,248,391
25.15058217,60.22387167,DNA,,,,,102,77,246,323
25.15058217,60.22610217,DNA,,,,,103,75,254,313
25.15058217,60.23725237,DNA,,,,,87,92,288,340
25.15058217,60.24616981,DNA,,,,,96,121,287,358
25.15058217,60.26176948,DNA,,,,,79,90,403,304
25.15058217,60.28181527,DNA,,,,,80,59,288,346
25.15058217,60.29294652,DNA,,,,,82,63,272,320
25.15058217,60.29962345,DNA,,,,,80,71,265,326
25.15058217,60.33743363,DNA,,,,,111,71,188,319
25.15058217,60.34410148,DNA,,,,,110,51,229,314
25.15507375,60.2104855,DNA,,,,,143,91,248,441
25.15507375,60.21941022,DNA,,,,,130,83,271,369
25.15507375,60.24171139,DNA,,,,,97,110,283,367
25.15507375,60.26399739,DNA,,,,,75,88,411,287
25.15507375,60.28181527,DNA,,,,,76,61,291,339
25.15507375,60.28404183,DNA,,,,,77,61,287,338
25.15507375,60.28626823,DNA,,,,,77,61,284,334
25.15956532,60.2104855,DNA,,,,,155,86,253,446
25.15956532,60.22610217,DNA,,,,,114,73,280,341
25.15956532,60.22833251,DNA,,,,,113,66,284,336
25.15956532,60.25062761,DNA,,,,,112,107,311,336
25.15956532,60.25285629,DNA,,,,,104,105,326,320
25.15956532,60.27290755,DNA,,,,,70,71,317,316
25.15956532,60.29517232,DNA,,,,,75,65,278,327
25.1640569,60.20602223,DNA,,,,,84,87,259,348
25.1640569,60.21717927,DNA,,,,,136,66,289,406
25.1640569,60.23279275,DNA,,,,,111,73,292,341
25.1640569,60.25062761,DNA,,,,,114,104,309,334
25.1640569,60.25285629,DNA,,,,,107,102,321,315
25.1640569,60.25731319,DNA,,,,,88,99,353,268
25.16854848,60.20155836,DNA,,,,,39,103,272,316
25.16854848,60.26176948,DNA,,,,,70,92,345,221
25.17304005,60.21271691,DNA,,,,,110,57,286,363
25.17304005,60.21494817,DNA,,,,,113,64,292,369
25.17304005,60.22610217,DNA,,,,,136,78,321,350
25.17304005,60.24171139,DNA,,,,,113,90,288,345
25.17304005,60.25285629,DNA,,,,,109,96,303,301
25.17753163,60.21271691,DNA,,,,,90,59,290,329
25.17753163,60.21494817,DNA,,,,,94,67,296,339
25.17753163,60.21717927,DNA,,,,,99,82,303,352
25.17753163,60.27958857,DNA,,,,,61,68,283,335
25.17753163,60.28404183,DNA,,,,,64,66,286,337
25.18202321,60.2104855,DNA,,,,,71,55,289,308
25.18202321,60.22164102,DNA,,,,,120,96,314,339
25.18202321,60.24839879,DNA,,,,,130,87,282,298
25.18202321,60.26399739,DNA,,,,,44,76,267,245
25.18202321,60.26845277,DNA,,,,,45,75,259,300
25.18651478,60.21271691,DNA,,,,,67,63,295,299
25.18651478,60.21494817,DNA,,,,,70,67,298,306
25.18651478,60.21717927,DNA,,,,,75,74,302,315
25.18651478,60.21941022,DNA,,,,,83,82,306,321
25.18651478,60.23279275,DNA,,,,,112,78,295,328
25.18651478,60.24839879,DNA,,,,,136,83,276,281
25.18651478,60.26399739,DNA,,,,,38,78,243,279
25.18651478,60.26845277,DNA,,,,,39,76,234,326
25.18651478,60.27068023,DNA,,,,,44,75,240,339
25.18651478,60.28404183,DNA,,,,,62,67,284,343
25.19100636,60.21941022,DNA,,,,,66,78,303,303
25.19100636,60.24839879,DNA,,,,,136,80,268,273
25.19100636,60.25954141,DNA,,,,,55,81,251,253
25.19100636,60.27068023,DNA,,,,,42,77,220,367
25.19549794,60.21941022,DNA,,,,,62,74,301,298
25.19549794,60.22164102,DNA,,,,,64,77,301,296
25.19549794,60.24394068,DNA,,,,,126,75,263,301
25.19549794,60.26622516,DNA,,,,,42,83,178,391
25.19998951,60.23502263,DNA,,,,,101,73,279,320
25.19998951,60.26399739,DNA,,,,,56,87,197,423
25.20448109,60.25285629,DNA,,,,,130,76,254,292
25.20448109,60.26399739,DNA,,,,,70,91,224,482
25.20448109,60.27068023,DNA,,,,,60,88,230,470
25.20448109,60.28404183,DNA,,,,,58,69,292,354
25.21346424,60.25954141,DNA,,,,,98,82,331,413
25.21346424,60.26176948,DNA,,,,,95,88,321,458
25.21346424,60.26622516,DNA,,,,,87,98,290,541
25.21795582,60.25285629,DNA,,,,,106,70,251,341
25.21795582,60.25731319,DNA,,,,,94,75,334,382
25.21795582,60.26176948,DNA,,,,,102,84,352,444
25.21795582,60.26399739,DNA,,,,,104,89,332,475
25.21795582,60.27068023,DNA,,,,,80,93,317,459
25.22244739,60.25508481,DNA,,,,,77,69,297,362
25.22244739,60.25731319,DNA,,,,,82,71,333,380
25.22244739,60.27068023,DNA,,,,,83,89,343,433
25.22244739,60.28849448,DNA,,,,,50,64,310,329
25.22693897,60.26176948,DNA,,,,,113,74,353,406
25.22693897,60.27290755,DNA,,,,,70,81,371,394
25.23143055,60.25508481,DNA,,,,,58,66,300,359
25.23143055,60.27290755,DNA,,,,,67,77,402,377
25.23143055,60.27736171,DNA,,,,,44,74,370,348
25.23592212,60.24616981,DNA,,,,,69,63,260,336
25.23592212,60.29517232,DNA,,,,,52,55,306,322
25.2404137,60.27290755,DNA,,,,,61,72,407,352
25.24490528,60.27513471,DNA,,,,,52,69,377,336
25.24490528,60.28404183,DNA,,,,,37,67,331,299
25.24490528,60.28626823,DNA,,,,,36,65,324,301
25.24939685,60.27513471,DNA,,,,,54,68,361,333
24.50379517,60.21271691,Elisa,,,,,52,52,175,180
24.50379517,60.25508481,Elisa,,,,,25,35,233,182
24.50379517,60.32187004,Elisa,,,,,44,49,171,198
24.50828674,60.27068023,Elisa,,,,,32,50,174,186
24.51277832,60.27513471,Elisa,,,,,30,59,160,189
24.5172699,60.25285629,Elisa,,,,,36,40,217,156
24.5172699,60.26176948,Elisa,,,,,34,17,199,161
24.5172699,60.26399739,Elisa,,,,,30,23,191,168
24.5172699,60.27068023,Elisa,,,,,25,45,170,183
24.5172699,60.27290755,Elisa,,,,,26,53,164,186
24.52176147,60.26176948,Elisa,,,,,36,21,194,154
24.52176147,60.26622516,Elisa,,,,,23,29,181,171
24.52176147,60.27290755,Elisa,,,,,23,44,161,185
24.52176147,60.28181527,Elisa,,,,,27,50,129,193
24.52176147,60.3085239,Elisa,,,,,32,47,162,197
24.52625305,60.20825394,Elisa,,,,,56,59,175,121
24.52625305,60.26176948,Elisa,,,,,34,27,189,150
24.52625305,60.26399739,Elisa,,,,,26,29,183,160
24.52625305,60.28181527,Elisa,,,,,24,50,126,192
24.52625305,60.30407398,Elisa,,,,,28,47,156,196
24.53074463,60.26845277,Elisa,,,,,17,35,168,174
24.53074463,60.28404183,Elisa,,,,,26,49,116,193
24.53074463,60.28626823,Elisa,,,,,27,49,107,194
24.53074463,60.29739796,Elisa,,,,,21,47,140,195
24.5352362,60.20602223,Elisa,,,,,59,63,176,139
24.5352362,60.22164102,Elisa,,,,,54,58,176,217
24.5352362,60.26399739,Elisa,,,,,27,38,176,160
24.5352362,60.26622516,Elisa,,,,,23,40,171,168
24.5352362,60.26845277,Elisa,,,,,22,41,165,175
24.53972778,60.20155836,Elisa,,,,,57,59,176,157
24.53972778,60.24171139,Elisa,,,,,37,43,183,154
24.53972778,60.24839879,Elisa,,,,,33,29,186,129
24.53972778,60.29294652,Elisa,,,,,30,48,132,194
24.54421935,60.19932619,Elisa,,,,,56,55,175,167
24.54421935,60.20602223,Elisa,,,,,64,70,179,178
24.54421935,60.23948196,Elisa,,,,,36,46,181,159
24.54421935,60.24616981,Elisa,,,,,31,30,183,133
24.54421935,60.27513471,Elisa,,,,,33,55,140,188
24.54421935,60.28404183,Elisa,,,,,36,52,119,193
24.54421935,60.29072058,Elisa,,,,,35,50,129,194
24.54421935,60.30407398,Elisa,,,,,24,48,158,195
24.54871093,60.27513471,Elisa,,,,,38,59,137,189
24.54871093,60.27736171,Elisa,,,,,38,57,128,190
24.54871093,60.30629902,Elisa,,,,,22,48,162,195
24.55320251,60.29962345,Elisa,,,,,32,48,154,192
24.55769408,60.23279275,Elisa,,,,,39,56,178,182
24.55769408,60.24616981,Elisa,,,,,26,43,183,105
24.55769408,60.27958857,Elisa,,,,,46,59,110,193
24.55769408,60.29517232,Elisa,,,,,41,49,147,193
24.56218566,60.18369677,Elisa,,,,,41,19,169,119
24.56218566,60.18593,Elisa,,,,,41,18,162,110
24.56218566,60.24394068,Elisa,,,,,24,49,184,125
24.56218566,60.24616981,Elisa,,,,,27,47,184,115
24.56218566,60.26176948,Elisa,,,,,42,64,171,176
24.56667724,60.18369677,Elisa,,,,,39,21,173,110
24.56667724,60.27958857,Elisa,,,,,49,59,128,195
24.57116881,60.18146339,Elisa,,,,,35,29,185,135
24.57116881,60.18369677,Elisa,,,,,38,29,181,120
24.57566039,60.17922986,Elisa,,,,,28,30,197,158
24.57566039,60.18593,Elisa,,,,,39,37,187,140
24.57566039,60.20825394,Elisa,,,,,66,53,197,215
24.58015197,60.18816308,Elisa,,,,,37,38,187,166
24.58015197,60.190396,Elisa,,,,,34,28,174,173
24.58015197,60.24394068,Elisa,,,,,31,52,199,127
24.58015197,60.24616981,Elisa,,,,,34,53,197,135
24.58015197,60.27958857,Elisa,,,,,50,56,151,197
24.58464354,60.16582547,Elisa,,,,,38,28,185,195
24.58464354,60.17252835,Elisa,,,,,29,18,198,189
24.58464354,60.23279275,Elisa,,,,,31,68,179,158
24.58464354,60.23502263,Elisa,,,,,28,72,191,145
24.58913512,60.19932619,Elisa,,,,,80,46,213,241
24.58913512,60.2104855,Elisa,,,,,64,49,172,211
24.58913512,60.2305627,Elisa,,,,,46,64,163,168
24.58913512,60.23948196,Elisa,,,,,34,65,219,140
24.58913512,60.25062761,Elisa,,,,,40,59,196,177
24.58913512,60.28849448,Elisa,,,,,47,50,160,197
24.59362669,60.16135612,Elisa,,,,,34,37,186,188
24.59362669,60.16582547,Elisa,,,,,43,27,184,192
24.59362669,60.1702942,Elisa,,,,,46,20,188,189
24.59362669,60.22610217,Elisa,,,,,69,55,137,188
24.59362669,60.25954141,Elisa,,,,,47,61,179,206
24.59362669,60.27290755,Elisa,,,,,49,56,166,199
24.59811827,60.17252835,Elisa,,,,,47,24,189,221
24.59811827,60.23502263,Elisa,,,,,63,51,204,156
24.59811827,60.24616981,Elisa,,,,,44,59,217,177
24.59811827,60.24839879,Elisa,,,,,42,59,207,181
24.59811827,60.26176948,Elisa,,,,,48,58,177,203
24.59811827,60.28626823,Elisa,,,,,47,50,163,197
24.60260985,60.15912122,Elisa,,,,,40,44,197,176
24.60260985,60.16582547,Elisa,,,,,51,36,182,191
24.60260985,60.17476233,Elisa,,,,,50,39,195,248
24.60260985,60.22164102,Elisa,,,,,55,43,131,203
24.60260985,60.22387167,Elisa,,,,,57,47,129,205
24.60260985,60.22610217,Elisa,,,,,63,53,128,198
24.60260985,60.22833251,Elisa,,,,,73,60,132,173
24.60260985,60.23279275,Elisa,,,,,78,67,175,146
24.60260985,60.28626823,Elisa,,,,,47,50,165,197
24.60710142,60.16359087,Elisa,,,,,52,51,195,170
24.60710142,60.17922986,Elisa,,,,,49,45,198,206
24.60710142,60.26176948,Elisa,,,,,49,55,176,199
24.60710142,60.28626823,Elisa,,,,,46,49,165,198
24.611593,60.20379037,Elisa,,,,,48,40,115,160
24.611593,60.20825394,Elisa,,,,,51,40,120,190
24.611593,60.22610217,Elisa,,,,,46,51,130,192
24.611593,60.22833251,Elisa,,,,,53,58,138,171
24.611593,60.29072058,Elisa,,,,,42,47,165,197
24.61608458,60.18816308,Elisa,,,,,54,44,139,199
24.61608458,60.19709387,Elisa,,,,,64,40,140,147
24.61608458,60.20825394,Elisa,,,,,48,36,113,177
24.61608458,60.22387167,Elisa,,,,,43,45,119,178
24.61608458,60.22610217,Elisa,,,,,46,51,126,180
24.61608458,60.26845277,Elisa,,,,,50,51,171,196
24.62057615,60.17476233,Elisa,,,,,20,53,158,185
24.62057615,60.2305627,Elisa,,,,,60,56,138,171
24.62057615,60.23279275,Elisa,,,,,66,59,150,168
24.62506773,60.15912122,Elisa,,,,,42,53,305,191
24.62506773,60.17252835,Elisa,,,,,24,47,192,186
24.62506773,60.18369677,Elisa,,,,,16,34,123,187
24.62506773,60.19932619,Elisa,,,,,56,31,129,146
24.62506773,60.20379037,Elisa,,,,,43,31,109,121
24.62506773,60.2104855,Elisa,,,,,41,40,102,129
24.62506773,60.22610217,Elisa,,,,,49,45,105,183
24.62506773,60.2305627,Elisa,,,,,59,51,130,175
24.62506773,60.29294652,Elisa,,,,,40,46,161,197
24.62506773,60.31964606,Elisa,,,,,43,42,165,196
24.62955931,60.15912122,Elisa,,,,,49,66,335,238
24.62955931,60.18593,Elisa,,,,,22,28,122,182
24.62955931,60.19932619,Elisa,,,,,57,30,131,149
24.62955931,60.20602223,Elisa,,,,,35,31,102,110
24.62955931,60.2104855,Elisa,,,,,30,42,102,102
24.62955931,60.22833251,Elisa,,,,,55,43,107,178
24.62955931,60.28849448,Elisa,,,,,47,49,160,197
24.63405088,60.18146339,Elisa,,,,,24,26,125,143
24.63405088,60.20602223,Elisa,,,,,34,32,109,118
24.63405088,60.22387167,Elisa,,,,,38,30,66,177
24.63405088,60.28849448,Elisa,,,,,48,49,157,197
24.63405088,60.29962345,Elisa,,,,,39,43,155,197
24.63405088,60.32854106,Elisa,,,,,42,45,162,196
24.63854246,60.17699617,Elisa,,,,,32,27,153,134
24.63854246,60.18816308,Elisa,,,,,40,27,130,156
24.63854246,60.22833251,Elisa,,,,,52,37,101,172
24.63854246,60.23502263,Elisa,,,,,62,50,130,176
24.63854246,60.23948196,Elisa,,,,,71,49,140,180
24.63854246,60.29072058,Elisa,,,,,45,47,152,197
24.64303404,60.16582547,Elisa,,,,,42,39,263,244
24.64303404,60.17252835,Elisa,,,,,46,40,217,171
24.64303404,60.17922986,Elisa,,,,,40,23,120,101
24.64303404,60.20379037,Elisa,,,,,57,45,185,188
24.64303404,60.24171139,Elisa,,,,,81,42,135,181
24.64303404,60.26399739,Elisa,,,,,45,37,166,183
24.64303404,60.29517232,Elisa,,,,,43,44,146,197
24.64303404,60.30184879,Elisa,,,,,42,43,145,196
24.64303404,60.3396564,Elisa,,,,,42,44,150,197
24.64752561,60.15688617,Elisa,,,,,57,43,281,302
24.64752561,60.190396,Elisa,,,,,47,37,146,153
24.64752561,60.20155836,Elisa,,,,,71,53,230,212
24.64752561,60.22387167,Elisa,,,,,52,47,130,171
24.64752561,60.26845277,Elisa,,,,,48,38,164,186
24.64752561,60.29294652,Elisa,,,,,43,43,140,198
24.64752561,60.32187004,Elisa,,,,,45,43,155,193
24.64752561,60.32409386,Elisa,,,,,45,43,156,194
24.64752561,60.34410148,Elisa,,,,,41,41,137,196
24.65201719,60.16805991,Elisa,,,,,55,50,190,248
24.65201719,60.19262878,Elisa,,,,,47,50,166,176
24.65201719,60.1948614,Elisa,,,,,54,55,184,192
24.65201719,60.19709387,Elisa,,,,,61,51,210,192
24.65201719,60.26399739,Elisa,,,,,43,33,163,177
24.65201719,60.26845277,Elisa,,,,,48,35,163,184
24.65201719,60.27068023,Elisa,,,,,50,36,162,187
24.65201719,60.27513471,Elisa,,,,,53,37,158,192
24.65201719,60.27958857,Elisa,,,,,50,46,152,195
24.65201719,60.34187901,Elisa,,,,,43,42,143,196
24.65650876,60.14123654,Elisa,,,,,37,27,88,112
24.65650876,60.21271691,Elisa,,,,,81,37,237,208
24.65650876,60.21717927,Elisa,,,,,75,45,226,224
24.65650876,60.21941022,Elisa,,,,,79,54,234,219
24.65650876,60.23502263,Elisa,,,,,44,35,115,175
24.65650876,60.24171139,Elisa,,,,,50,32,100,178
24.65650876,60.35298981,Elisa,,,,,36,30,88,196
24.66100034,60.15912122,Elisa,,,,,48,62,148,253
24.66100034,60.17252835,Elisa,,,,,53,52,177,219
24.66100034,60.18816308,Elisa,,,,,37,40,166,163
24.66100034,60.20155836,Elisa,,,,,65,57,272,234
24.66100034,60.22164102,Elisa,,,,,89,59,254,192
24.66100034,60.23279275,Elisa,,,,,43,38,134,174
24.66100034,60.23502263,Elisa,,,,,37,35,116,176
24.66100034,60.24839879,Elisa,,,,,42,29,133,174
24.66549192,60.1702942,Elisa,,,,,43,57,194,187
24.66549192,60.18369677,Elisa,,,,,52,59,206,205
24.66549192,60.18816308,Elisa,,,,,40,48,185,194
24.66549192,60.190396,Elisa,,,,,36,53,181,177
24.66549192,60.21271691,Elisa,,,,,75,38,238,232
24.66549192,60.26622516,Elisa,,,,,46,30,161,172
24.66549192,60.28626823,Elisa,,,,,29,29,115,201
24.66549192,60.32631754,Elisa,,,,,46,46,151,193
24.66998349,60.12334213,Elisa,,,,,62,83,138,240
24.66998349,60.12557947,Elisa,,,,,59,84,131,224
24.66998349,60.21494817,Elisa,,,,,61,41,246,212
24.66998349,60.21717927,Elisa,,,,,55,35,256,212
24.66998349,60.22610217,Elisa,,,,,56,52,214,187
24.66998349,60.24616981,Elisa,,,,,31,30,126,169
24.66998349,60.27958857,Elisa,,,,,60,23,140,198
24.67447507,60.15688617,Elisa,,,,,43,46,171,227
24.67447507,60.21717927,Elisa,,,,,57,42,272,175
24.67447507,60.28404183,Elisa,,,,,43,22,118,204
